
Netblock	Description	Num IPs
13.227.80.0/22	 Amazon.com, Inc.	1,024
13.227.8.0/21	 Amazon.com, Inc.	2,048
13.227.85.0/24	 Amazon.com, Inc.	256
13.227.86.0/23	 Amazon.com, Inc.	512
13.227.88.0/21	 Amazon.com, Inc.	2,048
13.227.96.0/22	 Amazon.com, Inc.	1,024
13.228.0.0/15	 Amazon Data Services Singapore	131,072
13.230.0.0/15	 Amazon Data Services Japan	131,072
13.232.0.0/14	 Amazon Data Services India	262,144
13.236.0.0/14	 Amazon Corporate Services Pty Ltd	262,144
13.244.0.0/15	 Amazon Data Services South Africa	131,072
13.248.0.0/20	 Amazon Technologies Inc.	4,096
13.248.100.0/24	 Amazon Technologies Inc.	256
13.248.101.0/24	 Amazon Technologies Inc.	256
13.248.102.0/24	 Amazon Technologies Inc.	256
13.248.103.0/24	 Amazon Technologies Inc.	256
13.248.104.0/24	 Amazon Technologies Inc.	256
13.248.105.0/24	 Amazon Technologies Inc.	256
13.248.106.0/24	 Amazon Technologies Inc.	256
13.248.107.0/24	 Amazon Technologies Inc.	256
13.248.108.0/24	 Amazon Technologies Inc.	256
13.248.109.0/24	 Amazon Technologies Inc.	256
13.248.111.0/24	 Amazon Technologies Inc.	256
13.248.112.0/24	 Amazon Technologies Inc.	256
13.248.113.0/24	 Amazon Technologies Inc.	256
13.248.114.0/24	 Amazon Technologies Inc.	256
13.248.115.0/24	 Amazon Technologies Inc.	256
13.248.116.0/24	 Amazon Technologies Inc.	256
13.248.117.0/24	 Amazon Technologies Inc.	256
13.248.118.0/24	 Amazon Technologies Inc.	256
13.248.119.0/24	 Amazon Technologies Inc.	256
13.248.120.0/24	 Amazon Technologies Inc.	256
13.248.121.0/24	 Amazon Technologies Inc.	256
13.248.122.0/24	 Amazon Technologies Inc.	256
13.248.123.0/24	 Amazon Technologies Inc.	256
13.248.124.0/24	 Amazon Technologies Inc.	256
13.248.126.0/24	 Amazon Technologies Inc.	256
13.248.127.0/24	 Amazon Technologies Inc.	256
13.248.128.0/24	 Amazon Technologies Inc.	256
13.248.129.0/24	 Amazon Technologies Inc.	256
13.248.130.0/24	 Amazon Technologies Inc.	256
13.248.131.0/24	 Amazon Technologies Inc.	256
13.248.132.0/24	 Amazon Technologies Inc.	256
13.248.133.0/24	 Amazon Technologies Inc.	256
13.248.134.0/24	 Amazon Technologies Inc.	256
13.248.135.0/24	 Amazon Technologies Inc.	256
13.248.136.0/24	 Amazon Technologies Inc.	256
13.248.137.0/24	 Amazon Technologies Inc.	256
13.248.138.0/24	 Amazon Technologies Inc.	256
13.248.139.0/24	 Amazon Technologies Inc.	256
13.248.140.0/24	 Amazon Technologies Inc.	256
13.248.141.0/24	 Amazon Technologies Inc.	256
13.248.142.0/24	 Amazon Technologies Inc.	256
13.248.143.0/24	 Amazon Technologies Inc.	256
13.248.144.0/24	 Amazon Technologies Inc.	256
13.248.145.0/24	 Amazon Technologies Inc.	256
13.248.146.0/24	 Amazon Technologies Inc.	256
13.248.147.0/24	 Amazon Technologies Inc.	256
13.248.148.0/24	 Amazon Technologies Inc.	256
13.248.149.0/24	 Amazon Technologies Inc.	256
13.248.150.0/24	 Amazon Technologies Inc.	256
13.248.151.0/24	 Amazon Technologies Inc.	256
13.248.152.0/24	 Amazon Technologies Inc.	256
13.248.153.0/24	 Amazon Technologies Inc.	256
13.248.154.0/24	 Amazon Technologies Inc.	256
13.248.155.0/24	 Amazon Technologies Inc.	256
13.248.156.0/24	 Amazon Technologies Inc.	256
13.248.157.0/24	 Amazon Technologies Inc.	256
13.248.158.0/24	 Amazon Technologies Inc.	256
13.248.159.0/24	 Amazon Technologies Inc.	256
13.248.160.0/24	 Amazon Technologies Inc.	256
13.248.16.0/21	 Amazon Technologies Inc.	2,048
13.248.161.0/24	 Amazon Technologies Inc.	256
13.248.162.0/24	 Amazon Technologies Inc.	256
13.248.163.0/24	 Amazon Technologies Inc.	256
13.248.164.0/24	 Amazon Technologies Inc.	256
13.248.165.0/24	 Amazon Technologies Inc.	256
13.248.166.0/24	 Amazon Technologies Inc.	256
13.248.167.0/24	 Amazon Technologies Inc.	256
13.248.168.0/24	 Amazon Technologies Inc.	256
13.248.169.0/24	 Amazon Technologies Inc.	256
13.248.170.0/24	 Amazon Technologies Inc.	256
13.248.171.0/24	 Amazon Technologies Inc.	256
13.248.172.0/24	 Amazon Technologies Inc.	256
13.248.173.0/24	 Amazon Technologies Inc.	256
13.248.174.0/24	 Amazon Technologies Inc.	256
13.248.175.0/24	 Amazon Technologies Inc.	256
13.248.176.0/24	 Amazon Technologies Inc.	256
13.248.177.0/24	 Amazon Technologies Inc.	256
13.248.178.0/24	 Amazon Technologies Inc.	256
13.248.179.0/24	 Amazon Technologies Inc.	256
13.248.180.0/24	 Amazon Technologies Inc.	256
13.248.181.0/24	 Amazon Technologies Inc.	256
13.248.182.0/24	 Amazon Technologies Inc.	256
13.248.183.0/24	 Amazon Technologies Inc.	256
13.248.184.0/24	 Amazon Technologies Inc.	256
13.248.185.0/24	 Amazon Technologies Inc.	256
13.248.186.0/24	 Amazon Technologies Inc.	256
13.248.187.0/24	 Amazon Technologies Inc.	256
13.248.188.0/24	 Amazon Technologies Inc.	256
13.248.189.0/24	 Amazon Technologies Inc.	256
13.248.190.0/24	 Amazon Technologies Inc.	256
13.248.191.0/24	 Amazon Technologies Inc.	256
13.248.192.0/24	 Amazon Technologies Inc.	256
13.248.193.0/24	 Amazon Technologies Inc.	256
13.248.194.0/24	 Amazon Technologies Inc.	256
13.248.195.0/24	 Amazon Technologies Inc.	256
13.248.196.0/24	 Amazon Technologies Inc.	256
13.248.197.0/24	 Amazon Technologies Inc.	256
13.248.198.0/24	 Amazon Technologies Inc.	256
13.248.199.0/24	 Amazon Technologies Inc.	256
13.248.200.0/24	 Amazon Technologies Inc.	256
13.248.201.0/24	 Amazon Technologies Inc.	256
13.248.202.0/24	 Amazon Technologies Inc.	256
13.248.203.0/24	 Amazon Technologies Inc.	256
13.248.204.0/24	 Amazon Technologies Inc.	256
13.248.205.0/24	 Amazon Technologies Inc.	256
13.248.206.0/24	 Amazon Technologies Inc.	256
13.248.207.0/24	 Amazon Technologies Inc.	256
13.248.208.0/24	 Amazon Technologies Inc.	256
13.248.209.0/24	 Amazon Technologies Inc.	256
13.248.210.0/24	 Amazon Technologies Inc.	256
13.248.211.0/24	 Amazon Technologies Inc.	256
13.248.212.0/24	 Amazon Technologies Inc.	256
13.248.213.0/24	 Amazon Technologies Inc.	256
13.248.214.0/24	 Amazon Technologies Inc.	256
13.248.215.0/24	 Amazon Technologies Inc.	256
13.248.216.0/24	 Amazon Technologies Inc.	256
13.248.217.0/24	 Amazon Technologies Inc.	256
13.248.218.0/24	 Amazon Technologies Inc.	256
13.248.219.0/24	 Amazon Technologies Inc.	256
13.248.220.0/24	 Amazon Technologies Inc.	256
13.248.221.0/24	 Amazon Technologies Inc.	256
13.248.222.0/24	 Amazon Technologies Inc.	256
13.248.223.0/24	 Amazon Technologies Inc.	256
13.248.224.0/24	 Amazon Technologies Inc.	256
13.248.225.0/24	 Amazon Technologies Inc.	256
13.248.226.0/24	 Amazon Technologies Inc.	256
13.248.227.0/24	 Amazon Technologies Inc.	256
13.248.228.0/24	 Amazon Technologies Inc.	256
13.248.229.0/24	 Amazon Technologies Inc.	256
13.248.230.0/24	 Amazon Technologies Inc.	256
13.248.231.0/24	 Amazon Technologies Inc.	256
13.248.232.0/24	 Amazon Technologies Inc.	256
13.248.233.0/24	 Amazon Technologies Inc.	256
13.248.234.0/24	 Amazon Technologies Inc.	256
13.248.235.0/24	 Amazon Technologies Inc.	256
13.248.236.0/24	 Amazon Technologies Inc.	256
13.248.237.0/24	 Amazon Technologies Inc.	256
13.248.238.0/24	 Amazon Technologies Inc.	256
13.248.239.0/24	 Amazon Technologies Inc.	256
13.248.240.0/24	 Amazon Technologies Inc.	256
13.248.24.0/22	 Amazon Technologies Inc.	1,024
